Risk,Title,URL,Tags,Access,Author,Local,Remote,CVE,CWE
Medium,CloudPanel 2.2.2 Privilege Escalation / Path Traversal,https://cxsecurity.com/issue/WLB-2023060009,"CVE, CWE, EagleEye",Remote,EagleEye,No,Yes,CVE-2023-33747,"CWE-22
Medium,WordPress Updraft 0.6.1 Backup Disclosure,https://cxsecurity.com/issue/WLB-2023060008,indoushka,Remote,indoushka,No,Yes,N/A,N/A
Low,ManageEngine ADManager Plus Command Injection,https://cxsecurity.com/issue/WLB-2023060007,"CVE, CWE, Grant Willcox",Remote,Grant Willcox,No,Yes,CVE-2023-29084,CWE-78
High,unilogies/bumsys v1.0.3 beta Unrestricted File Upload,https://cxsecurity.com/issue/WLB-2023060006,"CVE, CWE, AFFAN AHMED",Remote,AFFAN AHMED,No,Yes,CVE-2023-0455,CWE-264
Low,WordPress Getwid Gutenberg Blocks 1.8.3 Improper Authorization / SSRF,https://cxsecurity.com/issue/WLB-2023060005,"CVE, Ramuel Gall",Remote,Ramuel Gall,No,Yes,CVE-2023-1895 | CVE-2023-1910,N/A
Low,Expert Job Portal Management System 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023060004,"CWE, CraCkEr",Remote,CraCkEr,No,Yes,N/A,CWE-79
Medium,Trend Micro OfficeScan Client 10.0 ACL Service LPE,https://cxsecurity.com/issue/WLB-2023060003,msd0pe,Remote,msd0pe,No,Yes,N/A,N/A
High,Acelle Email Marketing 3.0.15 Arbitrary File Upload,https://cxsecurity.com/issue/WLB-2023060002,"CWE, indoushka",Remote,indoushka,No,Yes,N/A,CWE-264
Low,Inlislite 3.1 Insecure Settings,https://cxsecurity.com/issue/WLB-2023060001,indoushka,Remote,indoushka,No,Yes,N/A,N/A
Medium,PrinterLogic Build 1.0.757 XSS / SQL Injection / Authentication Bypass,https://cxsecurity.com/issue/WLB-2023050082,"CWE, Nadeem Salim",Remote,Nadeem Salim,No,Yes,N/A,"CWE-89
High,Widevine Trustlet 5.x / 6.x / 7.x PRDiagVerifyProvisioning Buffer Overflow,https://cxsecurity.com/issue/WLB-2023050081,"CVE, CWE, CyberIntel Team",Remote,CyberIntel Team,No,Yes,CVE-2022-48335 | CVE-2015-6639 | CVE-2015-6647,CWE-119
High,Serenity / StartSharp Software File Upload / XSS / User Enumeration / Reusable Tokens,https://cxsecurity.com/issue/WLB-2023050080,"CVE, CWE, Fabian Densborn",Remote,Fabian Densborn,No,Yes,CVE-2023-31287 | CVE-2023-31285 | CVE-2023-31286,"CWE-79
High,Widevine Trustlet 5.x drm_save_keys Buffer Overflow,https://cxsecurity.com/issue/WLB-2023050079,"CVE, CWE, CyberIntel Team",Remote,CyberIntel Team,No,Yes,CVE-2022-48332 | CVE-2022-48334,CWE-119
High,GetSimple CMS 3.3.16 Shell Upload,https://cxsecurity.com/issue/WLB-2023050077,"CVE, CWE, Youssef Muhammad",Remote,Youssef Muhammad,No,Yes,CVE-2022-41544,CWE-264
Low,SCM Manager 1.60 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050075,"CVE, CWE, neg0x",Remote,neg0x,No,Yes,CVE-2023-33829,CWE-79
Medium,Screen SFT DAB 600/C Authentication Bypass Admin Password Change,https://cxsecurity.com/issue/WLB-2023050074,LiquidWorm,Remote,LiquidWorm,No,Yes,N/A,N/A
Low,TinyWebGallery v2.5 Remote Code Execution (RCE),https://cxsecurity.com/issue/WLB-2023050073,Mirabbas Ağalarov,Remote,Mirabbas Ağalarov,No,Yes,N/A,N/A
High,Yank Note 3.52.1 Arbitrary Code Execution,https://cxsecurity.com/issue/WLB-2023050072,"CVE, 8bitsec",Remote,8bitsec,No,Yes,CVE-2023-31874,N/A
Medium,Stackposts Social Marketing Tool v1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2023050071,"CWE, Ahmet Ümit BAYRAM",Remote,Ahmet Ümit BAYRAM,No,Yes,N/A,CWE-89
High,Seagate Central Storage 2015.0916 User Creation / Command Execution,https://cxsecurity.com/issue/WLB-2023050070,"CWE, Ege Balci",Remote,Ege Balci,No,Yes,N/A,CWE-78
Medium,Ulicms 2023.1 Create Administrator,https://cxsecurity.com/issue/WLB-2023050069,Mirabbas Agalarov,Remote,Mirabbas Agalarov,No,Yes,N/A,N/A
Low,Zenphoto 1.6 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050068,"CWE, Mirabbas Agalarov",Remote,Mirabbas Agalarov,No,Yes,N/A,CWE-79
High,Laravel 10.11 Database Disclosure / Information Disclosure,https://cxsecurity.com/issue/WLB-2023050067,indoushka,Remote,indoushka,No,Yes,N/A,N/A
Low,WBCE CMS 1.6.1 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050066,"CWE, Mirabbas Agalarov",Remote,Mirabbas Agalarov,No,Yes,N/A,CWE-79
Medium,Camaleon CMS v2.7.0 Server-Side Template Injection (SSTI),https://cxsecurity.com/issue/WLB-2023050065,"CVE, PARAG BAGUL",Remote,PARAG BAGUL,No,Yes,CVE-2023-30145,N/A
Medium,Quicklancer v1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2023050064,"CWE, Ahmet Ümit BAYRAM",Remote,Ahmet Ümit BAYRAM,No,Yes,N/A,CWE-89
Medium,Screen SFT DAB 600/C Authentication Bypass Reset Board Config,https://cxsecurity.com/issue/WLB-2023050063,LiquidWorm,Remote,LiquidWorm,No,Yes,N/A,N/A
Medium,Smart School 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2023050062,"CWE, Ahmet Umit Bayram",Remote,Ahmet Umit Bayram,No,Yes,N/A,CWE-89
Low,,https://cxsecurity.com/issue/WLB-2023050061,Anonymous,,Anonymous,No,No,N/A,N/A
Medium,hyiplab 2.1 Default Credentials,https://cxsecurity.com/issue/WLB-2023050060,indoushka,Remote,indoushka,No,Yes,N/A,N/A
Low,thrsrossi Millhouse-Project 1.414 Remote Code Execution,https://cxsecurity.com/issue/WLB-2023050059,Chokri Hammedi,Remote,Chokri Hammedi,No,Yes,N/A,N/A
Low,PaperCut NG/MG 22.0.4 Remote Code Execution (RCE),https://cxsecurity.com/issue/WLB-2023050058,"CVE, Mohin Paramasivam (Sha...",Remote,Mohin Paramasivam (Shad0wQu35t) and MaanVader,No,Yes,CVE-2023-27350,CWE-284
Medium,LeadPro CRM 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2023050057,"CWE, Ahmet Umit Bayram",Remote,Ahmet Umit Bayram,No,Yes,N/A,CWE-89
Low,Esg 2.5 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050056,"CWE, indoushka",Remote,indoushka,No,Yes,N/A,CWE-79
Medium,Service Provider Management System v1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2023050055,"CWE, Ashik Kunjumon",Remote,Ashik Kunjumon,No,Yes,N/A,CWE-89
Low,RockMongo 1.1.7 Stored Cross-Site Scripting (XSS),https://cxsecurity.com/issue/WLB-2023050054,"CWE, Rafael",Remote,Rafael,No,Yes,N/A,CWE-79
Medium,Epson Stylus SX510W Denial Of Service,https://cxsecurity.com/issue/WLB-2023050053,Rafael Pedrero,Remote,Rafael Pedrero,No,Yes,N/A,N/A
Low,Siemens SIMATIC S7-1200 Cross Site Request Forgery,https://cxsecurity.com/issue/WLB-2023050052,"CVE, CWE, RoseSecurity",Remote,RoseSecurity,No,Yes,CVE-2015-5698,CWE-352
Medium,FLEX Denial Of Service,https://cxsecurity.com/issue/WLB-2023050051,"CVE, Mr Empy",Local,Mr Empy,Yes,No,CVE-2022-2591,CWE-404
High,Ivanti Avalanche FileStoreConfig Shell Upload,https://cxsecurity.com/issue/WLB-2023050050,"CWE, Shelby Pace",Remote,Shelby Pace,No,Yes,N/A,CWE-264
High,Kiddoware Kids Place Parental Control Android App 3.8.49 XSS / CSRF / File Upload,https://cxsecurity.com/issue/WLB-2023050049,"CVE, CWE, Fabian Densborn",Remote,Fabian Densborn,No,Yes,CVE-2023-29079 | CVE-2023-29078 | CVE-2023-28153,"CWE-79
Med.,GaanaGawaana Music Platform PHP Script 1.0 Cross Site Scripting / SQL Injection,https://cxsecurity.com/issue/WLB-2023050048,"CWE, nu11secur1ty",Remote,,,,,
Low,ChurchCRM 4.5.4 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050047,"CVE, CWE, Rahad Chowdhury",Remote,,,,,
High,WordPress Elementor Lite 5.7.1 Arbitrary Password Reset,https://cxsecurity.com/issue/WLB-2023050046,"CVE, Rafie Muhammed",Remote,,,,,
High,IBM AIX 7.2 inscout Privilege Escalation,https://cxsecurity.com/issue/WLB-2023050045,"CWE, Tim Brown",Local,,,,,
Low,CiviCRM 5.59.alpha1 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050044,"CVE, CWE, Andrea Intilangelo",Remote,,,,,
Low,MobileTrans 4.0.11 Weak Service Permissions,https://cxsecurity.com/issue/WLB-2023050043,"CVE, CWE, Thurein Soe",Local,,,,,
Low,Filmora 12 Build 1.0.0.7 Unquoted Service Path,https://cxsecurity.com/issue/WLB-2023050042,"CVE, CWE, Thurein Soe",Local,,,,,
Low,Bludit CMS 3.14.1 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050041,"CVE, CWE, Rahad Chowdhury",Remote,,,,,
Med.,WordPress Core 6.2 XSS / CSRF / Directory Traversal,https://cxsecurity.com/issue/WLB-2023050040,"CVE, CWE, Jakub Zoczek",Remote,,,,,
High,Millhouse-Project 1.414 Shell Upload,https://cxsecurity.com/issue/WLB-2023050039,"CWE, Chokri Hammedi",Remote,Chokri Hammedi,No,Yes,N/A,CWE-264
High,Advantech EKI-15XX Series Command Injection / Buffer Overflow,https://cxsecurity.com/issue/WLB-2023050038,"CVE, CWE, T. Weber",Remote,T. Weber,No,Yes,CVE-2023-2575 | CVE-2023-2574 | CVE-2023-2573,"CWE-119
Low,Millhouse-Project 1.414 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050037,"CWE, Chokri Hammedi",Remote,Chokri Hammedi,No,Yes,N/A,CWE-79
Low,TinyWebGallery v2.5 Stored Cross-Site Scripting (XSS),https://cxsecurity.com/issue/WLB-2023050036,"CWE, Mirabbas Ağalarov",Remote,Mirabbas Ağalarov,No,Yes,N/A,CWE-79
High,Pentaho Business Server Authentication Bypass / SSTI / Code Execution,https://cxsecurity.com/issue/WLB-2023050035,"CVE, jheysel-r7",Remote,jheysel-r7,No,Yes,CVE-2022-43939 | CVE-2022-43769,N/A
Medium,GaanaGawaana 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2023050034,"CWE, CraCkEr",Remote,CraCkEr,No,Yes,N/A,CWE-89
Low,GaanaGawaana 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050033,"CWE, CraCkEr",,CraCkEr,No,No,N/A,CWE-79
High,Optoma 1080PSTX Firmware C02 Authentication Bypass,https://cxsecurity.com/issue/WLB-2023050032,"CVE, Anthony Cole",Remote,Anthony Cole,No,Yes,CVE-2023-27823,N/A
Medium,Soft-o Free Password Manager 1.1.20 DLL Hijacking,https://cxsecurity.com/issue/WLB-2023050031,"CVE, Christian Bortone",Local,Christian Bortone,Yes,No,CVE-2023-25428,N/A
High,Zyxel Chained Remote Code Execution,https://cxsecurity.com/issue/WLB-2023050030,Thomas Rinsma,Remote,Thomas Rinsma,No,Yes,N/A,N/A
Medium,VOTAB Voting Quiz PHP Script 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2023050029,"CWE, CraCkEr",Remote,CraCkEr,No,Yes,N/A,CWE-89
Low,VOTAB Voting Quiz PHP Script 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050028,"CWE, CraCkEr",Remote,CraCkEr,No,Yes,N/A,CWE-79
Medium,HammerSpace GDE / GFS 4.6.6-324 Authentication Bypass,https://cxsecurity.com/issue/WLB-2023050027,Justin Oberdorf,Remote,Justin Oberdorf,No,Yes,N/A,N/A
Medium,OX App Suite XSS / Information Disclosure / Authorization Bypass,https://cxsecurity.com/issue/WLB-2023050026,"CVE, CWE, Martin Heiland",Remote,Martin Heiland,No,Yes,CVE-2023-24597 | CVE-2023-24601 | CVE-2023-24602 | CVE-2023-24600 | CVE-2023-24605 | CVE-2023-24598 | CVE-2023-24604 | CVE-2023-24603 | CVE-2023-24599,"CWE-200
Medium,ManageEngine ADAudit Plus Remote Code Execution,https://cxsecurity.com/issue/WLB-2023050025,"CVE, Erik Wynter",Remote,Erik Wynter,No,Yes,CVE-2021-42847,NVD-CWE-noinfo
Low,phpMyFAQ v3.1.12 CSV Injection,https://cxsecurity.com/issue/WLB-2023050024,Mirabbas Ağalarov,Remote,Mirabbas Ağalarov,No,Yes,N/A,N/A
Medium,GV-Edge Recording Manager 2.2.3.0 Privilege Escalation,https://cxsecurity.com/issue/WLB-2023050023,"CVE, CWE, Andrea Intilangelo",Local,Andrea Intilangelo,Yes,No,CVE-2023-23059,CWE-264
Low,pluck v4.7.18 Stored Cross-Site Scripting (XSS),https://cxsecurity.com/issue/WLB-2023050022,"CWE, Mirabbas Ağalarov",Remote,Mirabbas Ağalarov,No,Yes,N/A,CWE-79
High,Codigo Markdown Editor 1.0.1 Code Execution,https://cxsecurity.com/issue/WLB-2023050021,8bitsec,Remote,8bitsec,No,Yes,N/A,N/A
High,File Thingie 2.5.7 Shell Upload,https://cxsecurity.com/issue/WLB-2023050020,"CWE, Maurice Fielenbach",Remote,Maurice Fielenbach,No,Yes,N/A,CWE-264
Low,BlogMagz CMS 1.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050019,"CWE, CraCkEr",Remote,CraCkEr,No,Yes,N/A,CWE-79
Medium,Found Information System 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2023050018,"CWE, nu11secur1ty",Remote,nu11secur1ty,No,Yes,N/A,CWE-89
Low,UliCMS 2023-1 Sniffing-Vicuna Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050015,"CWE, Mirabbas Agalarov",Remote,Mirabbas Agalarov,No,Yes,N/A,CWE-79
High,Wolf CMS 0.8.3.1 Shell Upload,https://cxsecurity.com/issue/WLB-2023050014,"CWE, Ahmet Umit Bayram",Remote,Ahmet Umit Bayram,No,Yes,N/A,CWE-264
Low,Pluck CMS 4.7.18 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050013,"CWE, Mirabbas Agalarov",Remote,Mirabbas Agalarov,No,Yes,N/A,CWE-79
High,Rollout::UI Cross site scripting exploit,https://cxsecurity.com/issue/WLB-2023050012,"CVE, CWE, Heiko Webers from baul...",Remote,Heiko Webers from bauland42,No,Yes,CVE-2023-25309,CWE-79: Improper Neutralization of Input During Web Page Generation (&#039;Cross-site Scripting&#039;)
High,Adobe ColdFusion Unauthenticated Remote Code Execution,https://cxsecurity.com/issue/WLB-2023050011,sf,Remote,sf,No,Yes,N/A,N/A
Medium,AC Repair And Services 1.0 SQL Injection,https://cxsecurity.com/issue/WLB-2023050010,"CWE, nu11secur1ty",Remote,nu11secur1ty,No,Yes,N/A,CWE-89
Medium,ebankIT 6 Denial Of Service,https://cxsecurity.com/issue/WLB-2023050009,"CVE, Jake Murphy",Remote,Jake Murphy,No,Yes,"CVE-2023-30455
Medium,ChurchCRM 4.5.3 SQL Injection,https://cxsecurity.com/issue/WLB-2023050008,"CVE, CWE, Iyaad Luqman K",Remote,Iyaad Luqman K,No,Yes,CVE-2023-24685,CWE-89
Low,CompanyMaps 8.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050007,"CVE, CWE, Lucas Noki",Remote,Lucas Noki,No,Yes,CVE-2023-29983,CWE-79
Medium,Aigital Wireless-N Repeater Mini_Router.0.131229 Authentication Bypass,https://cxsecurity.com/issue/WLB-2023050006,Matteo Mandolini,Remote,Matteo Mandolini,No,Yes,N/A,N/A
Low,Emporium Multi-Vendor 2.1 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023050005,"CWE, CraCkEr",Remote,CraCkEr,No,Yes,N/A,CWE-79
Medium,Fortigate 7.0.1 Stack Overflow,https://cxsecurity.com/issue/WLB-2023050004,"CWE, Cody Sixteen",Remote,Cody Sixteen,No,Yes,N/A,CWE-119
Low,revive-adserver v5.4.1 Cross-Site Scripting (XSS),https://cxsecurity.com/issue/WLB-2023050003,"CWE, Mirabbas Ağalarov",Remote,Mirabbas Ağalarov,No,Yes,N/A,CWE-79
Low,GLPI 9.5.7 Username Enumeration,https://cxsecurity.com/issue/WLB-2023050002,Rafael B.,Remote,Rafael B.,No,Yes,N/A,N/A
Low,Sielco PolyEco Digital FM Transmitter 2.0.6 Authentication Bypass Exploit,https://cxsecurity.com/issue/WLB-2023050001,LiquidWorm,Remote,LiquidWorm,No,Yes,N/A,N/A
Low,ebankIT 6 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023040089,"CVE, CWE, Jake Murphy",,Jake Murphy,No,No,"CVE-2023-30454
Medium,Piwigo 13.5.0 SQL Injection,https://cxsecurity.com/issue/WLB-2023040088,"CVE, CWE, Rodolfo Tavares",Remote,Rodolfo Tavares,No,Yes,CVE-2023-26876,CWE-89
High,Aigital Wireless-N Repeater Mini_Router.0.131229 Remote Command Execution,https://cxsecurity.com/issue/WLB-2023040087,"CWE, Matteo Mandolini",Remote,Matteo Mandolini,No,Yes,N/A,CWE-78
Low,CreativeItem Academy Learning Management System 5.14 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023040086,"CWE, CraCkEr",Remote,CraCkEr,No,Yes,N/A,CWE-79
Medium,GDidees CMS 3.9.1 Local File Disclosure,https://cxsecurity.com/issue/WLB-2023040085,"CVE, Hadi Mene",Local,Hadi Mene,Yes,No,CVE-2023-27179,N/A
High,Mars Stealer 8.3 Account Takeover,https://cxsecurity.com/issue/WLB-2023040084,Skoll,Remote,Skoll,No,Yes,N/A,N/A
Low,Aigital Wireless-N Repeater Mini_Router.0.131229 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023040083,"CWE, Matteo Mandolini",Remote,Matteo Mandolini,No,Yes,N/A,CWE-79
Medium,MilleGPG5 5.9.2 Local Privilege Escalation,https://cxsecurity.com/issue/WLB-2023040082,"CVE, CWE, Andrea Intilangelo",Local,Andrea Intilangelo,Yes,No,CVE-2023-25438,CWE-264
Low,WordPress Shield Security 17.0.17 Cross Site Scripting / Missing Authorization,https://cxsecurity.com/issue/WLB-2023040081,"CVE, CWE, Ramuel Gall",Remote,Ramuel Gall,No,Yes,CVE-2023-0992 | CVE-2023-0993,CWE-79
Medium,Sophos Web Appliance 4.3.10.4 Pre-auth command injection,https://cxsecurity.com/issue/WLB-2023040080,"CVE, CWE, Behnam Abasi Vanda",Remote,Behnam Abasi Vanda,No,Yes,CVE-2023-1671,CWE-78
Medium,AspEmail v5.6.0.2 Local Privilege Escalation,https://cxsecurity.com/issue/WLB-2023040079,"CWE, Zer0FauLT [admindeepse...",Local,Zer0FauLT [admindeepsec@proton.me],Yes,No,N/A,CWE-264
Medium,Stonesoft VPN Client 6.2.0 / 6.8.0 Local Privilege Escalation,https://cxsecurity.com/issue/WLB-2023040078,"CWE, TOUHAMI KASBAOUI",Local,TOUHAMI KASBAOUI,Yes,No,N/A,CWE-264
High,ProjeQtOr Project Management System 10.3.2 Shell Upload,https://cxsecurity.com/issue/WLB-2023040077,"CWE, Mirabbas Agalarov",Remote,Mirabbas Agalarov,No,Yes,N/A,CWE-264
Medium,Nokia OneNDS 17 Insecure Permissions / Privilege Escalation,https://cxsecurity.com/issue/WLB-2023040076,"CVE, CWE, Valerio Casalino",Local,Valerio Casalino,Yes,No,CVE-2022-31244,CWE-264
High,Lilac-Reloaded For Nagios 2.0.8 Remote Code Execution,https://cxsecurity.com/issue/WLB-2023040075,Zoltan Padanyi,Remote,Zoltan Padanyi,No,Yes,N/A,N/A
Medium,Bluesoft Infotech - Sql Injection Vulnerability,https://cxsecurity.com/issue/WLB-2023040074,behrouz mansoori,Remote,,No,Yes,N/A,N/A
Low,AeroCMS v0.0.1 - Stored Cross-Site Scripting (XSS),https://cxsecurity.com/issue/WLB-2023040073,"CVE, Rahad Chowdhury",Remote,,No,Yes,CVE-2023-29847,N/A
High,FUXA 1.1.13-1186 Remote Code Execution,https://cxsecurity.com/issue/WLB-2023040072,Rodolfo Mariano,Remote,Rodolfo Mariano,No,Yes,N/A,N/A
Low,Piwigo 13.6.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023040071,"CWE, Mirabbas Agalarov",Remote,Mirabbas Agalarov,No,Yes,N/A,CWE-79
Medium,Franklin Fueling Systems TS-550 Hash Disclosure / Default Credentials,https://cxsecurity.com/issue/WLB-2023040070,parsa rezaie khiabanlo...,Remote,parsa rezaie khiabanloo,No,Yes,N/A,N/A
Medium,Chitor-CMS 1.1.2 SQL Injection,https://cxsecurity.com/issue/WLB-2023040069,"CWE, msd0pe",Remote,msd0pe,No,Yes,N/A,CWE-89
High,Swagger UI 4.1.3 Critical Information Misrepresentation,https://cxsecurity.com/issue/WLB-2023040068,"CVE, Rafael Cintra Lopes",Remote,Rafael Cintra Lopes,No,Yes,CVE-2018-25031,N/A
Low,Serendipity 2.4.0 Cross Site Scripting,https://cxsecurity.com/issue/WLB-2023040067,"CWE, Mirabbas Agalarov",Remote,Mirabbas Agalarov,No,Yes,N/A,CWE-79
Medium,Nokia OneNDS 20.9 Insecure Permissions / Privilege Escalation,https://cxsecurity.com/issue/WLB-2023040066,"CVE, CWE, Giacomo Sighinolfi",Remote,Giacomo Sighinolfi,No,Yes,CVE-2022-30759,CWE-264
High,KODExplorer 4.49 Cross Site Request Forgery / Shell Upload,https://cxsecurity.com/issue/WLB-2023040065,"CVE, CWE, Mr Empy",Remote,Mr Empy,No,Yes,CVE-2022-4944,"CWE-352
Medium,SecurePoint UTM 12.x Memory Leak,https://cxsecurity.com/issue/WLB-2023040064,"CVE, CWE, Julien Ahrens",Remote,Julien Ahrens,No,Yes,CVE-2023-22897,CWE-457
Medium,SecurePoint UTM 12.x Session ID Leak,https://cxsecurity.com/issue/WLB-2023040063,"CVE, CWE, Julien Ahrens",Remote,Julien Ahrens,No,Yes,CVE-2023-22620,CWE-200
High,SPIP Remote Command Execution,https://cxsecurity.com/issue/WLB-2023040062,"CWE, coiffeur",Remote,coiffeur,No,Yes,N/A,CWE-78
Medium,Mware Workspace ONE Remote Code Execution,https://cxsecurity.com/issue/WLB-2023040061,"CVE, mr_me",Remote,mr_me,No,Yes,CVE-2022-22956 | CVE-2022-22957 | CVE-2022-22960,N/A
Medium,Microsoft Word Remote Code Execution,https://cxsecurity.com/issue/WLB-2023040060,"CVE, nu11secur1ty",Remote,nu11secur1ty,No,Yes,CVE-2023-28311,N/A
Medium,Sielco Analog FM Transmitter 2.12 Remote Privilege Escalation,https://cxsecurity.com/issue/WLB-2023040059,"CWE, LiquidWorm",Local,LiquidWorm,Yes,No,N/A,CWE-264
Low,Clinic Queuing System - XSS,https://cxsecurity.com/issue/WLB-2023040058,Eren Arslan,Remote,Eren Arslan,No,Yes,N/A,N/A
Low,Instagram Brute Force Attack Using Python,https://cxsecurity.com/issue/WLB-2023040057,E1.Coders,Remote,,No,Yes,N/A,N/A
High,Rocket Software Unidata 8.2.4 Build 3003 Buffer Overflow,https://cxsecurity.com/issue/WLB-2023040056,"CWE, Ron Bowes",Remote,Ron Bowes,No,Yes,N/A,CWE-119
Medium,Sielco Analog FM Transmitter 2.12 Improper Access Control,https://cxsecurity.com/issue/WLB-2023040055,LiquidWorm,,LiquidWorm,No,No,N/A,N/A
Medium,File Replication Pro 7.5.0 Insecure Permissions / Privilege Escalation,https://cxsecurity.com/issue/WLB-2023040054,"CVE, CWE, Andrea Intilangelo",Local,Andrea Intilangelo,Yes,No,CVE-2023-26918,CWE-264
Medium,Sielco PolyEco Digital FM Transmitter 2.0.6 Account Takeover / Lockout / EoP,https://cxsecurity.com/issue/WLB-2023040053,LiquidWorm,Remote,LiquidWorm,No,Yes,N/A,N/A
High,Altenergy Power Control Software C1.2.5 OS command injection,https://cxsecurity.com/issue/WLB-2023040052,"CVE, CWE, Ahmed Alroky",Remote,Ahmed Alroky,No,Yes,CVE-2023-28343,CWE-78
High,BrainyCP 1.0 Remote Code Execution,https://cxsecurity.com/issue/WLB-2023040051,Ahmet Umit Bayram,Remote,Ahmet Umit Bayram,No,Yes,N/A,N/A
Medium,Leaders Group - Sql Injection Vulnerability,https://cxsecurity.com/issue/WLB-2023040050,behrouz mansoori,Remote,,No,Yes,N/A,N/A
Medium,Site by Jundweb - Sql Injection Vulnerability,https://cxsecurity.com/issue/WLB-2023040049,behrouz mansoori,Remote,,No,Yes,N/A,N/A
Medium,Bludit 4.0.0-rc-2 Privilege Escalation,https://cxsecurity.com/issue/WLB-2023040048,"CWE, nu11secur1ty",Remote,nu11secur1ty,No,Yes,N/A,CWE-264
Low,"OpenMRS V2.4.2, 2.12.2 Stored XSS Vulnerabiltiy",https://cxsecurity.com/issue/WLB-2023040047,"CVE, Omar Tsai",Remote,,No,Yes,CVE-2023-30461,N/A
Low,Microsoft Edge (Chromium-based) Webview2 1.0.1661.34 Spoofing,https://cxsecurity.com/issue/WLB-2023040046,"CVE, nu11secur1ty",Remote,nu11secur1ty,No,Yes,CVE-2023-24892,N/A
Medium,pfsenseCE 2.6.0 Protection Bypass,https://cxsecurity.com/issue/WLB-2023040045,"CVE, FabDotNET",,FabDotNET,No,No,CVE-2023-27100,N/A
Medium,Osprey Pump Controller 1.0.1 (eventFileSelected) Command Injection,https://cxsecurity.com/issue/WLB-2023040044,"CWE, LiquidWorm",Remote,LiquidWorm,No,Yes,N/A,CWE-78
High,Sitecore XP Post-Authentication File Upload,https://cxsecurity.com/issue/WLB-2025090008,"CVE, Piotr Bazydlo",Remote,Piotr Bazydlo,No,Yes,CVE-2025-34511,N/A
Low,database.refugee-integration.bg - CORS-AOT vulnerability,https://cxsecurity.com/issue/WLB-2025090007,nu11secur1ty,Remote,nu11secur1ty,No,Yes,N/A,N/A
Medium,BarbarBaba-1.0 Copyright©2025-Multiple-SQLi,https://cxsecurity.com/issue/WLB-2025090006,nu11secur1ty,Remote,nu11secur1ty,No,Yes,N/A,N/A
High,RaidenFTPD 2.4.4005 Buffer Overflow,https://cxsecurity.com/issue/WLB-2023070044,"CWE, Andre Nogueira",Remote,Andre Nogueira,No,Yes,N/A,CWE-119
