common_name,aliases,country,actor_url,description,associated_families
Flash Kitten,,,https://malpedia.caad.fkie.fraunhofer.de/actor/flash_kitten,"This suspected Iran-based adversary conducted long-running SWC campaigns from December 2016 until public disclosure in July 2018. Like other Iran-based actors, the target scope for FLASH KITTEN appears to be focused on the MENA region.","There, are, currently, no, families, associated, with, this, actor."
FlyingYeti,"aka: Storm-1837, Flying Yeti",ru,https://malpedia.caad.fkie.fraunhofer.de/actor/flyingyeti,FlyingYeti is a Russia-aligned threat actor targeting Ukrainian military entities. They conduct reconnaissance activities and launch phishing campaigns using malware like COOKBOX. FlyingYeti exploits the WinRAR vulnerability CVE-2023-38831 to infect targets with malicious payloads. Cloudforce One has successfully disrupted their operations and provided recommendations for defense against their phishing campaigns.,"There, are, currently, no, families, associated, with, this, actor."
Flying Kitten,"aka: SaffronRose, Saffron Rose, AjaxSecurityTeam, Ajax Security Team, Group 26, Sayad",ir,https://malpedia.caad.fkie.fraunhofer.de/actor/flying_kitten,"Activity: defense and aerospace sectors, also interested in targeting entities in the oil/gas industry.","There, are, currently, no, families, associated, with, this, actor."
FOXY PANDA,,cn,https://malpedia.caad.fkie.fraunhofer.de/actor/foxy_panda,Adversary group targeting telecommunication and technology organizations.,"There, are, currently, no, families, associated, with, this, actor."
Fox Kitten,"aka: PIONEER KITTEN, PARISITE, UNC757, Lemon Sandstorm, RUBIDIUM, PioneerKitten",ir,https://malpedia.caad.fkie.fraunhofer.de/actor/fox_kitten,"PIONEER KITTEN is an Iran-based adversary that has been active since at least 2017 and has a suspected nexus to the Iranian government. This adversary appears to be primarily focused on gaining and maintaining access to entities possessing sensitive information of likely intelligence interest to the Iranian government. According to DRAGOS, they also targeted ICS-related entities using known VPN vulnerabilities. They are widely known to use open source penetration testing tools for reconnaissance and to establish encrypted communications.","There, are, currently, no, families, associated, with, this, actor."
FrostyNeighbor,,by,https://malpedia.caad.fkie.fraunhofer.de/actor/frostyneighbor,"FrostyNeighbor is a Belarus-aligned APT group known for conducting influence and disinformation campaigns, particularly targeting Ukraine, Poland, and Lithuania. They have compromised various governmental and private sector entities, including the Polish Anti-Doping Agency, through hack-and-leak operations. The group is believed to collaborate with initial access brokers to exploit high-value targets, utilizing techniques such as zero-day vulnerabilities. Their operations are linked to cyber-enabled disinformation campaigns critical of the North Atlantic Alliance.","There, are, currently, no, families, associated, with, this, actor."
FunkSec,,,https://malpedia.caad.fkie.fraunhofer.de/actor/funksec,"Funksec is a newly identified extortion group that has claimed 11 victims across various sectors, including media, IT, and education, operating a Tor-based DLS to centralize its ransomware activities. The group advertises a free DDoS tool and may develop its own ransomware binary, indicating significant technical capability. The DLS was likely created in late November to early December 2024, with the first advertisement titled “Funksec Ransomware” posted on 3 December 2024. Currently, there is limited publicly available information on Funksec's TTPs, and it is not known to be associated with any other threat groups.","There, are, currently, no, families, associated, with, this, actor."
FusionCore,,,https://malpedia.caad.fkie.fraunhofer.de/actor/fusioncore,"The CYFIRMA research team has identified a new up-and-coming European threat actor group known as FusionCore. Running Malware-as-a-service, along with the hacker-for- hire operation, they have a wide variety of tools and services that are being offered on their website, making it a one-stop-shop for threat actors looking to purchase cost- effective yet customizable malware. The operators have started a ransomware affiliate program that equips the attackers with the ransomware and affiliate software to manage victims. FusionCore typically provides sellers with a detailed set of instructions for any service or product being sold, enabling individuals with minimal experience to carry out complex attacks.","There, are, currently, no, families, associated, with, this, actor."
Fxmsp,,,https://malpedia.caad.fkie.fraunhofer.de/actor/fxmsp,"Throughout 2017 and 2018, Fxmsp established a network of trusted proxy resellers to promote their breaches on the criminal underground. Some of the known Fxmsp TTPs included accessing network environments via externally available remote desktop protocol (RDP) servers and exposed active directory.Most recently, the actor claimed to have developed a credential-stealing botnet capable of infecting high-profile targets in order to exfiltrate sensitive usernames and passwords. Fxmsp has claimed that developing this botnet and improving its capabilities for stealing information from secured systems is their main goal.","There, are, currently, no, families, associated, with, this, actor."
Gallmaker,,,https://malpedia.caad.fkie.fraunhofer.de/actor/gallmaker,"Symantec researchers have uncovered a previously unknown attack group that is targeting government and military targets, including several overseas embassies of an Eastern European country, and military and defense targets in the Middle East. This group eschews custom malware and uses living off the land (LotL) tactics and publicly available hack tools to carry out activities that bear all the hallmarks of a cyber espionage campaign.The group, which we have given the name Gallmaker, has been operating since at least December 2017, with its most recent activity observed in June 2018.","There, are, currently, no, families, associated, with, this, actor."
GamaCopy,,,https://malpedia.caad.fkie.fraunhofer.de/actor/gamacopy,"GamaCopy is a threat actor first discovered in June 2023, known for launching cyberattacks against Russia’s defense and critical infrastructure sectors by mimicking the TTPs of Gamaredon. The organization has been active since at least August 2021 and primarily uses Russian-language bait documents related to military facilities. Analysis of attack samples shows considerable overlap in code structure and tactics, including the use of 7z-SFX documentation to install UltraVNC and connecting via port 443. GamaCopy employs open-source tools to obfuscate its activities while targeting sensitive information in the context of the Russia-Ukraine conflict.","There, are, currently, no, families, associated, with, this, actor."
