Title,Description,Date Added,CVE Link,Exploit Platform,Exploit Type,Product Name
"KONGTOP DVR devices A303, A403, D303, D305, and D403 contain a backdoor that prints the login password",KONGTOP DVR devices credential disclosure vulnerability,"September 30, 2020",CVE-2018-10734,,Exploits / Client Side,IOT
IpNetCam A107WIRF-HNH-03 IP-Camera auth bypass configuration download,IpNetCam A107WIRF-HNH-03 IP-Camera auth bypass configuration download,"September 30, 2020",,,Exploits / Client Side,IOT
Lutron Quantum 2.0 data leak,Lutron Quantum 2.0 Remote Configuration Disclosure,"September 30, 2020",CVE-2018-8880,,Exploits / Client Side,IOT
MASTER IPCAMERA01 Remote Configuration Disclosure,MASTER IPCAMERA01 Remote Configuration Disclosure,"September 30, 2020",CVE-2018-5726,,Exploits / Client Side,IOT
"KONGTOP DVR devices A303, A403, D303, D305, and D403 contain a backdoor that prints the login password",KONGTOP DVR devices credential disclosure vulnerability,"September 30, 2020",CVE-2018-10734,,Exploits / Client Side,IOT
LibreHealth_RCE,LibreHealth 2.0.0 Remote Code Execution,"September 30, 2020",,,Exploits / Remote Code Execution,MEDICAL
Schneider Electric TwidoSuite ModbusDrvSys Denial of Service,Remote Denial Of Service in Schneider Electric TwidoSuite,"September 30, 2020",,Windows,Denial of Service / Remote,SCADAPRO
Schneider Electric Embedded Web Servers for Modicon Configuration Disclosure,Schneider Electric Embedded Web Servers Remote Configuration Disclosure,"September 30, 2020",CVE-2018-7812,,Exploits / Client Side,SCADAPRO
Atvise webMI2ADS Null Pointer Remote DoS,Remote Denial Of Service in Atvise webMI2ADS server.,"September 29, 2020",CVE-2011-4881,Windows,Denial of Service / Remote,SCADA
ScadaLTS 1.1 Remote Code Execution (File Upload),Scada LTS 1.1 Arbitrary File Upload/Remote Code Execution,"September 29, 2020",,Windows,Exploits / Remote Code Execution,SCADAPRO
BACnet Test Server 1.01 Remote Denial of Service,Remote BACnet Test Server 1.01 Denial of Service,"September 29, 2020",,Windows,Denial of Service / Remote,SCADAPRO
Carel PlantVisorPro SQLInjection Exploit,This module exploits SQLInjection vulnerability in Carel PlantVisorPro 2.0.,"September 29, 2020",,,Exploits / SQL Injection,SCADA
Elipse SCADA ActiveReports Remote File Delete Exploit,This module will receive HTTP requests from vulnerable clients and install agents on them.,"September 29, 2020",,,Exploits / Client Side,SCADA
Milesight VPN Server Path traversal,This module exploits a directory traversal vulnerability in Milesight VPN Server,"September 29, 2020",,Windows,Exploits / Remote,SCADAPRO
SpecView SCADA Directory Traversal Exploit,SpecView SCADA web server directory traversal,"September 29, 2020",,Windows,Exploits / Remote,SCADA
MobaXterm Enhanced terminal for Windows with X11 server path traversal 0-Day,This module exploits a directory traversal vulnerability in MobaXterm,"September 29, 2020",,Windows,Exploits / Remote,SCADAPRO
OpenPanel 0.3.4 Command Injection,OpenPanel v0.3.4 was discovered to contain an OS command injection vulnerability via the timezone parameter.,"September 29, 2020",CVE-2024-53584,,Exploits / Remote,SCADAPRO
Siemens WinCC Flexible Hmiload.exe DoS,Remote Denial Of Service in Siemens WinCC Flexible hmiload.exe server.,"September 29, 2020",CVE-2011-4875,Windows,Denial of Service / Remote,SCADA
Advantech iView Missing Authentication RCE,This module exploits a vulnerability in Advantech iView,"September 29, 2020",,Windows,Exploits / Remote,SCADAPRO
XOne Web Monitor Login and Password Disclosure,XOne Web Monitor Information Disclosure,"September 29, 2020",CVE-2024-54820,,Exploits / Client Side,IOT
Aviatrix Controller execute arbitrary commands,"When deployed in AWS cloud environments, Aviatrix Controller allows privilege escalation by default, making exploitation of this vulnerability a high-impact risk.","September 29, 2020",CVE-2024-50603,,Exploits / Client Side,IOT
GL-iNet devices Information Disclosure,GL-iNet devices Remote Configuration Disclosure,"September 29, 2020",CVE-2024-27356,,Exploits / Client Side,SCADAPRO
Siemens WinCC Flexible Miniweb Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in Siemens WinCC Flexible webserver (miniweb.exe).,"September 29, 2020",CVE-2011-4878,Windows,Exploits / Remote,SCADA
Advantech WebAccess Bwocxrun Activex Buffer Overflow Exploit,This module will listen HTTP requests from vulnerable clients and install an agent on them.,"September 29, 2020",CVE-2012-0243,,Exploits / Client Side,SCADA
Lytec 2014 Medical Billing Remote Arbitrary File Overwrite,This module will receive HTTP requests from vulnerable clients and install agents on them.,"September 29, 2020",,,Exploits / Client Side,MEDICAL
Sonatype Nexus Repository 3 path traversal,This module exploits a directory traversal vulnerability in Sonatype Nexus Repository 3.x,"September 29, 2020",CVE-2024-4956,Windows,Exploits / Remote,SCADAPRO
Allied Telesis AT-S115 1.2.0 devices path traversal,This module exploits a directory traversal vulnerability in Allied Telesis AT-S115,"September 29, 2020",,Windows,Exploits / Remote,IOT
Carel PlantVisorPro Hardcoded Password Exploit,This module exploits hardcoded password vulnerability in Carel PlantVisorPro 2.0.,"September 29, 2020",,,Exploits / Authentication Weakness,SCADA
MaxSystems Inc MaxRegLib2 ctListBar.ocx ActiveX Control Remote Code Execution Vulnerability,This module will receive HTTP requests from vulnerable clients and install agents on them.,"September 29, 2020",,,Exploits / Client Side,MEDICAL
Advantech WebAccess SQLInjection Exploit,This module exploits SQLInjection vulnerability in Advantech WebAccess.,"September 29, 2020",,,Exploits / SQL Injection,SCADA
MobaXterm Enhanced terminal for Windows with X11 server path traversal 0-Day,This module exploits a directory traversal vulnerability in MobaXterm,"September 29, 2020",,Windows,Exploits / Remote,SCADAPRO
WebFileSys 2.31.0 Directory Path Traversal,Exploits directory path traversal in WebFileSys 2.31.0 via relPath parameter.,"September 29, 2020",CVE-2024-53586,macos,Exploits,IOT
Aviatrix Controller execute arbitrary commands,"When deployed in AWS cloud environments, Aviatrix Controller allows privilege escalation by default, making exploitation of this vulnerability a high-impact risk.","September 29, 2020",CVE-2024-50603,,Exploits / Client Side,IOT
Daikin Security Gateway 214 Password Reset Exploit,Exploits IDOR vulnerability to reset Daikin Security Gateway credentials,"September 29, 2020",CVE-ZSL-2025-5931,daikin,Exploits / Remote,SCADAPRO
Atvise webMI2ADS Remote Shutdown DoS,Remote Denial Of Service in Atvise webMI2ADS server.,"September 29, 2020",CVE-2011-4882,Windows,Denial of Service / Remote,SCADA
Yokogawa CENTUM CS 3000 Denial of Service,Denial of service Yokogawa CENTUM CS 3000 Exploit,"September 29, 2020",,Windows,Denial of Service / Remote,SCADA
Siemens WinCC Flexible Hmiload.exe DoS,Remote Denial Of Service in Siemens WinCC Flexible hmiload.exe server.,"September 29, 2020",CVE-2011-4875,Windows,Denial of Service / Remote,SCADA
Atvise webMI2ADS Null Pointer Remote DoS,Remote Denial Of Service in Atvise webMI2ADS server.,"September 29, 2020",CVE-2011-4881,Windows,Denial of Service / Remote,SCADA
Siemens WinCC Flexible Miniweb Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in Siemens WinCC Flexible webserver (miniweb.exe).,"September 29, 2020",CVE-2011-4878,Windows,Exploits / Remote,SCADA
TraceMode Runtime Monitor Remote DoS,Remote Denial Of Service in TraceMode Runtime Monitor.,"September 29, 2020",,Windows,Denial of Service / Remote,SCADA
QNX phrelay Remote DoS,QNX phrelay DoS,"September 29, 2020",,Windows,Denial of Service / Remote,SCADA
Advantech WebAccess Change Password Exploit,This module exploits hardcoded password vulnerability in Carel PlantVisorPro 2.0.,"September 29, 2020",CVE-2012-0239,,Exploits / Authentication Weakness,SCADA
Lytec 2014 Medical Billing Remote Arbitrary File Overwrite,This module will receive HTTP requests from vulnerable clients and install agents on them.,"September 29, 2020",,,Exploits / Client Side,MEDICAL
Advantech WebAccess Bwocxrun Activex Buffer Overflow Exploit,This module will listen HTTP requests from vulnerable clients and install an agent on them.,"September 29, 2020",CVE-2012-0243,,Exploits / Client Side,SCADA
QuickHMI Directory Traversal Vulnerability,This module exploits a directory traversal vulnerability in QuickHMI professional SCADA,"September 29, 2020",,Windows,Exploits / Remote,SCADAPRO
OpenPanel 0.3.4 Command Injection,OpenPanel v0.3.4 was discovered to contain an OS command injection vulnerability via the timezone parameter.,"September 29, 2020",CVE-2024-53584,,Exploits / Remote,SCADAPRO
TP-Link VN020 F3v(T) Denial Of Service,Remote Denial Linksys TP-Link VN020 F3v(T) Modems/Routers,"September 29, 2020",CVE-2024-12342,Linux,Denial of Service / Remote,IOT
Milesight VPN Server Path traversal,This module exploits a directory traversal vulnerability in Milesight VPN Server,"September 29, 2020",,Windows,Exploits / Remote,SCADAPRO
XOne Web Monitor Login and Password Disclosure,XOne Web Monitor Information Disclosure,"September 29, 2020",CVE-2024-54820,,Exploits / Client Side,IOT
BACnet Test Server 1.01 Remote Denial of Service,Remote BACnet Test Server 1.01 Denial of Service,"September 29, 2020",,Windows,Denial of Service / Remote,SCADAPRO
Elipse SCADA ActiveReports Remote File Delete Exploit,This module will receive HTTP requests from vulnerable clients and install agents on them.,"September 29, 2020",,,Exploits / Client Side,SCADA
Aviatrix Controller execute arbitrary commands,"When deployed in AWS cloud environments, Aviatrix Controller allows privilege escalation by default, making exploitation of this vulnerability a high-impact risk.","September 29, 2020",CVE-2024-50603,,Exploits / Client Side,IOT
XOne Web Monitor Login and Password Disclosure,XOne Web Monitor Information Disclosure,"September 29, 2020",CVE-2024-54820,,Exploits / Client Side,IOT
Advantech iView Missing Authentication RCE,This module exploits a vulnerability in Advantech iView,"September 29, 2020",,Windows,Exploits / Remote,SCADAPRO
TP-Link VN020 UPnP WANIPConnection SetConnectionType DoS,Remote Denial Of Service in TP-Link VN020 UPnP WANIPConnection service.,"September 29, 2020",CVE-2024-12342,embedded,Denial of Service / Remote,IOT
Atvise webMI2ADS Remote Shutdown DoS,Remote Denial Of Service in Atvise webMI2ADS server.,"September 29, 2020",CVE-2011-4882,Windows,Denial of Service / Remote,SCADA
Daikin Security Gateway 214 Password Reset Exploit,Exploits IDOR vulnerability to reset Daikin Security Gateway credentials,"September 29, 2020",CVE-ZSL-2025-5931,daikin,Exploits / Remote,SCADAPRO
Microsoft Windows Netlogon CVE-2020-1472 Vulnerability Checker,"An elevation of privilege vulnerability exists when an attacker establishes a vulnerable Netlogon secure channel connection to a domain controller, using the Netlogon Remote Protocol (MS-NRPC), aka 'Netlogon Elevation of Privilege Vulnerability'. This module tries to determine remotely, if the target host is either vulnerable to CVE-2020-1472 or not.","September 15, 2020",CVE-2020-1472,Windows,Information gathering / Vulnerability checkers,Impact
Microsoft Windows DNS Server SIGRed Local Privilege Escalation Exploit,"An elevation of privilege vulnerability exists in Windows when the DNS server fails to properly handle SIG responses. An attacker who successfully exploited this vulnerability could run arbitrary code in kernel mode. An attacker could then install programs; view, change, or delete data; or create new accounts with full user rights.","September 15, 2020",CVE-2020-1350,Windows,Exploits / Local,Impact
